,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,District,lat,lon
0,0.0,4.0,30850000.0,115.0,55.5,30.0,3.41,6.0,1.0,1.0,0.0,1.0,2.0,12.0,0.0,0.0,55.766754,37.566395
1,1.0,1.0,20732000.0,56.8,,,3.62,5.0,1.0,1.0,0.0,1.0,8.0,13.0,1.0,0.0,55.723331,37.619971
2,2.0,,532695240.0,399.0,,,1.4,7.0,1.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,55.749603,37.597872
3,3.0,2.0,12300.0,54.0,32.0,13.0,4.79,15.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,55.761381,37.541404
4,4.0,1.0,4585315.0,17.3,17.3,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
5,5.0,1.0,4814581.0,17.3,10.0,,4.07,6.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,55.775753,37.671938
6,6.0,1.0,4814581.0,17.3,17.3,,4.12,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,55.776294,37.672163
7,7.0,1.0,5225953.0,18.1,18.1,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
8,8.0,1.0,5300000.0,32.0,20.0,7.0,4.52,4.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,55.730101,37.673214
9,9.0,1.0,5377566.0,18.3,10.0,,4.07,6.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,55.775753,37.671938
10,10.0,1.0,5496232.0,23.7,23.7,,4.12,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,55.776294,37.672163
11,11.0,1.0,5550000.0,37.4,20.0,9.6,5.01,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,55.775793,37.689042
12,12.0,1.0,5900000.0,30.0,16.0,6.0,5.93,,,1.0,0.0,1.0,3.0,5.0,0.0,0.0,55.756356,37.522477
13,13.0,1.0,6000000.0,35.0,20.0,10.0,5.91,13.0,1.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,55.753387,37.522998
14,14.0,1.0,6000000.0,35.1,20.1,9.6,4.25,10.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,55.737988,37.677301
15,15.0,1.0,6100000.0,34.0,21.0,8.0,4.01,12.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,55.770613,37.558796
16,16.0,1.0,6100000.0,36.0,20.0,10.0,4.25,10.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,55.737988,37.677301
17,17.0,1.0,6258687.0,25.5,15.0,,4.07,6.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,55.775753,37.671938
18,18.0,1.0,6258687.0,25.5,25.5,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
19,19.0,1.0,6325576.0,30.0,17.0,,4.07,6.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,55.775753,37.671938
20,20.0,1.0,6325576.0,29.5,29.5,,4.1,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,55.775824,37.67228
21,21.0,1.0,6325576.0,29.5,,29.5,4.07,5.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,55.775753,37.671938
22,22.0,1.0,6355668.0,22.3,22.3,,4.07,6.0,1.0,0.0,0.0,0.0,3.0,,1.0,0.0,55.775753,37.671938
23,23.0,1.0,6400000.0,34.0,18.0,10.0,6.16,10.0,1.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,55.758564,37.518928
24,24.0,1.0,6437035.0,33.5,18.0,,4.07,6.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,55.775753,37.671938
25,25.0,1.0,6449418.0,28.5,16.0,,4.07,6.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,55.775753,37.671938
26,26.0,1.0,6500000.0,36.8,20.5,6.0,5.99,11.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,55.751361,37.521947
27,27.0,1.0,6500000.0,30.7,18.6,5.6,4.17,10.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,55.77114,37.556424
28,28.0,5.0,240981180.0,200.6,,,3.92,6.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,55.729524,37.575621
29,29.0,2.0,37500000.0,64.0,40.0,10.0,2.99,4.0,1.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,55.776183,37.586095
30,30.0,4.0,117000000.0,180.0,130.0,35.0,2.33,10.0,1.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,55.774867,37.601609
31,31.0,1.0,6600000.0,33.1,20.2,5.6,4.7,5.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,0.0,55.73003,37.676753
32,32.0,2.0,6600000.0,33.1,18.0,6.0,4.7,5.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,0.0,55.73003,37.676753
33,33.0,1.0,6790000.0,27.0,17.0,5.4,5.1,10.0,1.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,55.77472,37.691638
34,34.0,1.0,6800000.0,31.0,19.0,7.0,4.7,15.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,55.759537,37.542419
35,35.0,1.0,6850000.0,32.0,17.0,8.0,4.37,9.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,0.0,55.734962,37.676385
36,36.0,1.0,6889007.0,26.1,26.1,,4.07,6.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,55.775753,37.671938
37,37.0,1.0,6900000.0,34.0,19.0,9.0,2.58,5.0,1.0,0.0,0.0,1.0,3.0,16.0,0.0,0.0,55.774305,37.642132
38,38.0,1.0,6934500.0,34.0,,,2.58,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0,0.0,55.774305,37.642132
39,39.0,2.0,7000000.0,35.0,22.0,5.5,4.72,10.0,1.0,1.0,0.0,1.0,2.0,9.0,0.0,0.0,55.735302,37.683257
40,40.0,2.0,7021000.0,41.2,27.8,,4.41,,,1.0,0.0,1.0,5.0,19.0,1.0,0.0,55.745617,37.685364
41,41.0,1.0,7079400.0,34.0,19.0,9.0,2.58,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0,0.0,55.774305,37.642132
42,42.0,1.0,7189943.0,30.5,30.5,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
43,43.0,1.0,7200000.0,35.0,20.0,9.0,4.91,10.0,1.0,0.0,0.0,1.0,10.0,12.0,0.0,0.0,55.773732,37.689096
44,44.0,1.0,7200000.0,27.0,25.0,,5.1,12.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,55.77472,37.691638
45,45.0,1.0,7200000.0,32.0,19.0,6.0,4.75,15.0,1.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,55.733472,37.682062
46,46.0,1.0,7200000.0,31.0,18.0,6.0,4.35,4.0,1.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,55.774011,37.678784
47,47.0,2.0,7200000.0,45.0,30.0,6.0,4.95,15.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,55.75937,37.538431
48,48.0,1.0,7220153.0,33.6,33.6,,4.1,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,55.775824,37.67228
49,49.0,1.0,7240000.0,41.8,27.4,10.0,3.71,11.0,1.0,1.0,0.0,1.0,29.0,44.0,1.0,0.0,55.771218,37.564721
50,50.0,2.0,7290000.0,47.0,29.0,6.5,5.02,15.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,55.759993,37.537443
51,51.0,1.0,7300000.0,32.0,19.5,6.0,3.21,5.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,55.755353,37.668615
52,52.0,2.0,7300000.0,38.0,24.0,6.0,4.72,10.0,1.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,55.735302,37.683257
53,53.0,1.0,7334891.0,32.5,32.5,,4.07,6.0,1.0,0.0,0.0,0.0,3.0,,1.0,0.0,55.775753,37.671938
54,54.0,2.0,7356800.0,41.3,27.8,,4.41,,,1.0,0.0,1.0,4.0,19.0,1.0,0.0,55.745617,37.685364
55,55.0,2.0,7356800.0,42.0,23.4,,4.41,,,1.0,0.0,1.0,5.0,19.0,1.0,0.0,55.745617,37.685364
56,56.0,3.0,69123549.0,109.0,80.0,20.0,4.99,2.0,1.0,1.0,0.0,0.0,36.0,62.0,0.0,0.0,55.747115,37.539078
57,57.0,4.0,38000000.0,90.0,66.0,9.0,2.2,7.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,55.756199,37.582188
58,58.0,3.0,42390855.0,116.0,85.0,15.0,1.41,6.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,55.766749,37.628631
59,59.0,1.0,7411462.0,27.6,27.6,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
60,60.0,1.0,7500000.0,35.2,17.0,8.5,4.91,10.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,0.0,55.773732,37.689096
61,61.0,1.0,7534606.0,34.1,34.1,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
62,62.0,1.0,7584028.0,33.0,33.0,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
63,63.0,2.0,7600000.0,38.0,24.0,6.0,5.04,10.0,1.0,1.0,0.0,1.0,7.0,9.0,0.0,0.0,55.758392,37.536949
64,64.0,2.0,7650000.0,36.0,21.0,5.0,4.13,13.0,1.0,1.0,0.0,1.0,8.0,9.0,0.0,0.0,55.785685,37.656505
65,65.0,2.0,7757670.0,47.1,,47.1,4.07,5.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,55.775753,37.671938
66,66.0,1.0,7764334.0,32.2,18.0,,4.07,6.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,55.775753,37.671938
67,67.0,1.0,7787802.0,32.2,,,4.07,9.0,1.0,1.0,0.0,1.0,3.0,6.0,1.0,0.0,55.775753,37.671938
68,68.0,2.0,7800000.0,44.0,31.0,6.0,5.88,10.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,55.752931,37.523411
69,69.0,2.0,7800000.0,45.0,30.0,6.5,4.36,8.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,55.732651,37.673484
70,70.0,1.0,7800000.0,32.0,21.0,6.0,3.44,4.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,55.761882,37.56344
71,71.0,1.0,7800000.0,35.0,20.0,10.0,4.46,5.0,1.0,0.0,0.0,1.0,8.0,12.0,0.0,0.0,55.743188,37.684874
72,72.0,1.0,7800000.0,31.0,20.0,6.0,4.4,13.0,1.0,1.0,0.0,1.0,7.0,9.0,0.0,0.0,55.764384,37.548564
73,73.0,1.0,7804265.0,35.6,35.6,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
74,74.0,1.0,7838741.0,34.9,34.9,,4.07,6.0,1.0,0.0,0.0,0.0,3.0,,1.0,0.0,55.775753,37.671938
75,75.0,1.0,7850000.0,24.0,15.0,4.0,2.03,4.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,55.770294,37.636976
76,76.0,2.0,7850000.0,43.4,29.2,5.6,4.41,7.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,55.754335,37.546857
77,77.0,1.0,7863878.0,29.0,29.0,,4.12,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,55.776294,37.672163
78,78.0,1.0,7989174.0,28.0,,,4.07,9.0,1.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,55.775753,37.671938
79,79.0,1.0,8000000.0,38.5,17.0,8.2,4.99,13.0,1.0,1.0,0.0,1.0,5.0,14.0,0.0,0.0,55.779028,37.685512
80,80.0,1.0,8000000.0,37.0,20.0,9.0,4.78,15.0,1.0,1.0,0.0,1.0,2.0,14.0,0.0,0.0,55.734141,37.683221
81,81.0,2.0,8000000.0,57.0,31.0,9.0,3.57,7.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,55.724834,37.632448
82,82.0,1.0,8076150.0,41.1,,,3.71,5.0,1.0,1.0,0.0,1.0,3.0,39.0,1.0,0.0,55.771218,37.564721
83,83.0,2.0,8081363.0,55.2,30.0,,4.07,6.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,55.775753,37.671938
84,84.0,2.0,27786800.0,78.5,50.0,20.0,2.06,12.0,1.0,1.0,0.0,1.0,6.0,8.0,1.0,0.0,55.770208,37.638036
85,85.0,2.0,116860032.0,144.0,127.0,17.0,3.71,10.0,1.0,1.0,0.0,1.0,2.0,11.0,1.0,0.0,55.734973,37.571013
86,86.0,4.0,91303380.0,151.0,65.0,44.0,1.59,10.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,55.750013,37.594081
87,87.0,1.0,8081363.0,55.2,25.0,,4.07,6.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,55.775753,37.671938
88,88.0,3.0,8150000.0,56.0,40.0,6.0,2.81,5.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,55.733655,37.638835
89,89.0,1.0,8157500.0,43.0,20.0,,3.71,7.0,1.0,1.0,0.0,1.0,3.0,44.0,1.0,0.0,55.771218,37.564721
90,90.0,2.0,8200000.0,44.6,32.3,5.6,4.55,7.0,1.0,0.0,0.0,1.0,7.0,9.0,0.0,0.0,55.730831,37.674885
91,91.0,1.0,8200000.0,40.0,20.0,8.5,4.79,15.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,55.761381,37.541404
92,92.0,1.0,8230204.0,30.6,30.6,,4.07,6.0,1.0,0.0,0.0,0.0,5.0,,1.0,0.0,55.775753,37.671938
93,93.0,2.0,8300000.0,40.5,27.0,7.0,2.94,9.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,55.771312,37.655347
94,94.0,2.0,8323802.0,55.2,55.2,,4.1,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,55.775824,37.67228
95,95.0,1.0,8375472.0,37.9,37.9,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
96,96.0,1.0,8400000.0,31.0,19.0,6.0,3.03,7.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,55.762505,37.570312
97,97.0,1.0,8437054.0,39.8,39.8,,4.1,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,55.775824,37.67228
98,98.0,1.0,8500000.0,31.6,21.3,5.1,3.48,3.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,55.761872,37.562676
99,99.0,1.0,8500000.0,37.0,18.5,11.5,3.95,5.0,1.0,0.0,0.0,1.0,6.0,17.0,0.0,0.0,55.734805,37.668156
100,100.0,2.0,8500000.0,42.0,26.6,5.0,3.14,7.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,55.755282,37.567159
101,101.0,1.0,8500000.0,35.0,18.0,9.0,3.61,10.0,1.0,0.0,0.0,1.0,6.0,16.0,0.0,0.0,55.78486,37.59153
102,102.0,1.0,8501908.0,34.4,34.4,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
103,103.0,1.0,8513060.0,37.0,37.0,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
104,104.0,2.0,8600000.0,52.0,37.0,12.0,5.68,18.0,1.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,55.771034,37.703972
105,105.0,1.0,8611226.0,36.8,36.8,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
106,106.0,1.0,8628726.0,50.0,50.0,,4.07,6.0,1.0,0.0,0.0,0.0,3.0,,1.0,0.0,55.775753,37.671938
107,107.0,1.0,8650000.0,38.8,23.1,9.0,4.17,2.0,1.0,1.0,0.0,1.0,13.0,14.0,0.0,0.0,55.780046,37.668237
108,108.0,1.0,8672814.0,38.4,38.4,,4.07,6.0,1.0,0.0,0.0,0.0,3.0,,1.0,0.0,55.775753,37.671938
109,109.0,1.0,8700000.0,39.0,19.0,8.0,4.74,10.0,1.0,0.0,0.0,1.0,12.0,17.0,0.0,0.0,55.742103,37.68897
110,110.0,2.0,8700000.0,44.0,29.0,6.0,4.02,6.0,0.0,1.0,0.0,1.0,4.0,9.0,0.0,0.0,55.791344,37.629547
111,111.0,1.0,8700000.0,38.0,20.0,9.0,4.63,10.0,1.0,1.0,0.0,1.0,6.0,17.0,0.0,0.0,55.743041,37.687659
112,112.0,4.0,224997615.0,164.0,124.0,11.1,2.97,12.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,55.738449,37.581236
113,113.0,5.0,147000000.0,182.6,146.0,,1.39,7.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,55.75019,37.597459
114,114.0,4.0,85611735.0,125.0,100.0,,1.9,7.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,55.748376,37.589904
115,115.0,1.0,8800000.0,30.0,18.0,6.0,2.3,9.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,55.76762,37.587021
116,116.0,1.0,8839861.0,52.7,52.7,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
117,117.0,1.0,8851913.0,40.3,40.3,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
118,118.0,1.0,8900000.0,39.0,23.0,10.0,4.45,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,55.771616,37.682592
119,119.0,1.0,8900000.0,43.0,22.0,11.0,4.74,14.0,1.0,1.0,0.0,1.0,21.0,25.0,0.0,0.0,55.740015,37.68765
120,120.0,2.0,8900000.0,47.5,31.0,7.0,4.68,9.0,1.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,55.728591,37.67431
121,121.0,1.0,8903736.0,43.7,43.7,,4.07,6.0,1.0,0.0,0.0,0.0,3.0,,1.0,0.0,55.775753,37.671938
122,122.0,1.0,8949981.0,38.9,38.9,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
123,123.0,2.0,9000000.0,52.0,40.0,7.0,3.77,8.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,55.788054,37.635979
124,124.0,1.0,9000000.0,31.0,18.0,5.0,2.72,11.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,55.765088,37.657493
125,125.0,1.0,9000000.0,40.0,21.0,9.0,3.39,5.0,1.0,1.0,0.0,1.0,5.0,13.0,0.0,0.0,55.733624,37.654448
126,126.0,1.0,9000000.0,33.0,17.0,7.0,2.51,4.0,1.0,0.0,0.0,1.0,4.0,12.0,0.0,0.0,55.753889,37.657305
127,127.0,1.0,9000000.0,40.0,20.0,10.0,4.06,7.0,1.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,55.768061,37.678514
128,128.0,1.0,9000000.0,36.7,16.0,10.1,3.33,9.0,1.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0,55.771925,37.572369
129,129.0,1.0,9000000.0,36.7,16.0,10.1,3.33,5.0,1.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0,55.771925,37.572369
130,130.0,2.0,9000000.0,48.0,31.0,7.2,3.82,7.0,1.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,55.787801,37.639671
131,131.0,2.0,9000000.0,54.0,34.0,9.0,2.94,3.0,1.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,55.771312,37.655347
132,132.0,1.0,9027459.0,41.1,41.1,,4.07,6.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,55.775753,37.671938
133,133.0,1.0,9100000.0,38.0,19.1,10.0,3.5,9.0,1.0,0.0,0.0,1.0,12.0,16.0,0.0,0.0,55.725995,37.634892
134,134.0,2.0,9117548.0,53.3,53.3,,4.1,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,55.775824,37.67228
135,135.0,1.0,9145500.0,45.5,,,3.71,5.0,1.0,1.0,0.0,1.0,4.0,39.0,1.0,0.0,55.771218,37.564721
136,136.0,1.0,9173126.0,42.6,42.6,,4.07,6.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,55.775753,37.671938
137,137.0,2.0,9200000.0,44.0,29.0,6.0,2.71,6.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,55.779423,37.627966
138,138.0,1.0,9200000.0,38.0,19.0,8.0,4.48,11.0,1.0,0.0,0.0,1.0,9.0,17.0,0.0,0.0,55.74108,37.683877
139,139.0,2.0,9300000.0,45.0,29.3,6.0,4.52,15.0,1.0,0.0,0.0,1.0,6.0,12.0,0.0,0.0,55.762439,37.54604
140,140.0,4.0,111272734.0,179.6,94.0,18.0,3.08,8.0,1.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,55.735368,37.584119
141,141.0,2.0,15500000.0,64.3,42.0,8.0,3.36,9.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,55.768041,37.56821
142,142.0,2.0,50000000.0,78.5,32.5,18.0,4.16,7.0,1.0,1.0,0.0,1.0,6.0,12.0,0.0,0.0,55.726208,37.576762
143,143.0,2.0,9300000.0,42.0,27.0,5.0,5.99,7.0,1.0,1.0,0.0,1.0,8.0,9.0,0.0,0.0,55.776598,37.705634
144,144.0,2.0,9300000.0,39.5,22.2,7.5,4.06,5.0,1.0,0.0,0.0,1.0,11.0,12.0,0.0,0.0,55.768061,37.678514
145,145.0,1.0,9310992.0,41.6,41.6,,4.07,6.0,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,55.775753,37.671938
146,146.0,1.0,9356608.0,42.6,42.6,,4.12,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,55.776294,37.672163
147,147.0,2.0,9390000.0,37.0,22.0,8.0,4.38,2.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,55.774811,37.678559
148,148.0,1.0,9395149.0,41.2,41.2,,4.07,6.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,55.775753,37.671938
149,149.0,1.0,9395500.0,43.7,,,3.71,5.0,1.0,1.0,0.0,1.0,8.0,39.0,1.0,0.0,55.771218,37.564721
150,150.0,1.0,9432900.0,44.6,,,3.71,5.0,1.0,1.0,0.0,1.0,7.0,39.0,1.0,0.0,55.771218,37.564721
151,151.0,2.0,9500000.0,45.0,27.0,7.0,3.72,10.0,1.0,0.0,0.0,1.0,10.0,12.0,0.0,0.0,55.766724,37.673519
152,152.0,1.0,9500000.0,36.9,16.8,7.9,5.2,15.0,1.0,1.0,0.0,1.0,3.0,24.0,0.0,0.0,55.737345,37.693624
153,153.0,1.0,9500000.0,34.8,22.0,6.9,3.69,6.0,1.0,0.0,0.0,1.0,10.0,16.0,0.0,0.0,55.787923,37.632224
154,154.0,2.0,9500000.0,43.0,29.0,6.0,3.28,9.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,55.73478,37.653909
155,155.0,2.0,9500000.0,45.0,29.0,6.8,3.45,15.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,55.771641,37.569926
156,156.0,2.0,9500000.0,46.0,30.0,7.8,4.09,8.0,1.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,55.792124,37.627813
157,157.0,1.0,9500000.0,35.2,20.0,9.6,3.16,9.0,1.0,0.0,0.0,1.0,5.0,12.0,0.0,0.0,55.766694,37.570564
158,158.0,1.0,9500000.0,38.0,19.0,7.4,5.99,15.0,1.0,0.0,0.0,1.0,13.0,17.0,0.0,0.0,55.758124,37.521632
159,159.0,1.0,9500000.0,30.0,18.0,6.0,2.25,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,55.769707,37.591117
160,160.0,1.0,9500000.0,33.9,18.0,9.0,3.54,11.0,1.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,55.769904,37.566584
161,161.0,1.0,9500000.0,38.5,20.0,10.0,3.84,5.0,1.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,55.746466,37.676412
162,162.0,2.0,9500000.0,39.0,27.0,,2.94,5.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,55.771312,37.655347
163,163.0,1.0,9574472.0,36.6,36.6,,4.07,6.0,1.0,0.0,0.0,0.0,5.0,,1.0,0.0,55.775753,37.671938
164,164.0,1.0,9577570.0,44.5,44.5,,4.07,6.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,55.775753,37.671938
165,165.0,2.0,9700000.0,50.0,30.0,7.0,5.65,11.0,1.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0,55.772396,37.702706
166,166.0,2.0,9700000.0,38.0,32.0,6.0,3.51,11.0,1.0,0.0,0.0,1.0,3.0,17.0,0.0,0.0,55.741642,37.667483
167,167.0,2.0,9700000.0,47.4,29.0,7.4,3.49,7.0,1.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,55.785878,37.601034
168,168.0,4.0,55000000.0,117.0,89.0,15.0,1.43,11.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,55.762586,37.597809
169,169.0,4.0,534776940.0,212.0,,,1.98,9.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,55.742514,37.596264
170,170.0,1.0,20112000.0,50.8,30.0,10.0,1.98,7.0,1.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,55.769519,37.637605
171,171.0,1.0,9700000.0,35.0,20.0,9.0,3.16,9.0,1.0,0.0,0.0,1.0,3.0,12.0,0.0,0.0,55.766694,37.570564
172,172.0,2.0,9700000.0,43.0,34.0,5.5,3.08,7.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,55.76601,37.571462
173,173.0,1.0,9746690.0,42.0,42.0,,4.07,6.0,1.0,0.0,0.0,0.0,5.0,,1.0,0.0,55.775753,37.671938
174,174.0,1.0,9750000.0,37.9,19.0,10.0,2.32,8.0,1.0,0.0,0.0,1.0,12.0,16.0,0.0,0.0,55.776051,37.626556
175,175.0,2.0,9768439.0,46.2,46.2,,4.12,5.0,1.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,55.776294,37.672163
176,176.0,3.0,9800000.0,58.0,42.0,5.5,6.11,8.0,1.0,1.0,0.0,1.0,6.0,9.0,0.0,0.0,55.777742,37.706793
177,177.0,2.0,9800000.0,46.0,35.0,7.0,2.51,4.0,1.0,0.0,0.0,1.0,10.0,12.0,0.0,0.0,55.753889,37.657305
178,178.0,1.0,9800000.0,35.0,19.0,8.0,4.68,15.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0,0.0,55.757997,37.542653
179,179.0,3.0,9886025.0,59.1,59.1,,4.1,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,55.775824,37.67228
180,180.0,1.0,9886025.0,59.1,59.1,,4.07,6.0,1.0,0.0,0.0,0.0,3.0,,1.0,0.0,55.775753,37.671938
181,181.0,2.0,9900000.0,49.0,32.0,8.0,3.82,12.0,1.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,55.787801,37.639671
182,182.0,1.0,9900000.0,38.0,19.5,9.1,3.04,3.0,1.0,1.0,0.0,1.0,10.0,14.0,0.0,0.0,55.730086,37.633688
