,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,District,lat,lon
1922,242.0,1.0,4446000.0,39.7,15.5,12.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
1923,243.0,1.0,4475000.0,32.6,18.9,5.9,15.18,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,55.885999,37.690444
1924,244.0,1.0,4500000.0,30.1,18.4,5.8,9.37,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,55.83525,37.667393
1925,245.0,1.0,4500000.0,38.0,16.0,9.0,13.01,5.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,2.0,55.869142,37.669441
1926,246.0,1.0,4500000.0,32.6,18.8,6.7,14.16,15.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,55.870587,37.715606
1927,247.0,1.0,4530288.0,41.7,17.3,13.6,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
1928,248.0,1.0,4550000.0,33.0,17.0,7.0,13.38,17.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,55.874981,37.647657
1929,249.0,1.0,4600000.0,33.0,18.8,6.6,13.77,10.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.87188,37.69401
1930,250.0,1.0,4600000.0,31.0,18.0,,5.62,9.0,1.0,1.0,0.0,1.0,3.0,46.0,1.0,2.0,55.804072,37.590693
1931,251.0,1.0,4616096.0,32.7,,,10.53,14.0,1.0,0.0,0.0,1.0,14.0,18.0,1.0,2.0,55.850472,37.623784
1932,252.0,2.0,5499000.0,51.4,30.0,11.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
1933,253.0,1.0,4654892.0,29.5,20.0,,10.54,10.0,1.0,1.0,0.0,0.0,2.0,18.0,1.0,2.0,55.850616,37.618053
1934,254.0,3.0,7300000.0,56.6,42.0,5.5,14.0,28.0,1.0,1.0,0.0,1.0,3.0,9.0,0.0,2.0,55.874157,37.694028
1935,255.0,1.0,3127280.0,24.8,17.4,,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
1936,256.0,1.0,3224000.0,24.8,11.4,6.0,13.85,8.0,1.0,1.0,0.0,1.0,17.0,20.0,0.0,2.0,55.879824,37.596489
1937,257.0,1.0,3450000.0,31.0,23.5,7.1,19.29,10.0,0.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,55.925023,37.548865
1938,258.0,1.0,3550000.0,23.0,14.6,4.0,15.02,14.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,55.878511,37.717726
1939,259.0,1.0,3600000.0,28.7,18.0,,14.87,20.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,2.0,55.888952,37.639779
1940,260.0,1.0,3950000.0,33.0,27.0,,14.87,24.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,55.888952,37.639779
1941,261.0,1.0,4061875.0,33.5,13.9,9.9,13.86,8.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,2.0,55.879981,37.597562
1942,262.0,1.0,4200000.0,40.1,17.0,12.5,18.76,,,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.9203,37.550217
1943,263.0,1.0,4331000.0,35.5,14.0,10.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,17.0,1.0,2.0,55.880065,37.597261
1944,264.0,1.0,4350000.0,35.2,19.5,7.5,14.51,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,55.873753,37.716576
1945,265.0,1.0,4400000.0,33.0,19.0,6.0,14.16,20.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,55.870587,37.715606
1946,266.0,1.0,4400000.0,32.0,17.0,9.0,10.53,9.0,0.0,1.0,0.0,1.0,11.0,18.0,1.0,2.0,55.850472,37.623784
1947,267.0,1.0,4400000.0,23.3,15.5,3.4,15.16,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,55.879763,37.718588
1948,268.0,1.0,4414000.0,28.5,15.0,,5.62,5.0,1.0,1.0,0.0,1.0,7.0,46.0,1.0,2.0,55.804072,37.590693
1949,269.0,1.0,4443376.0,40.9,16.5,13.6,13.86,8.0,1.0,1.0,0.0,1.0,13.0,20.0,1.0,2.0,55.879981,37.597562
1950,270.0,1.0,4446000.0,39.7,15.5,12.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
1951,271.0,1.0,4475000.0,32.6,18.9,5.9,15.18,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,55.885999,37.690444
1952,272.0,1.0,4500000.0,30.1,18.4,5.8,9.37,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,55.83525,37.667393
1953,273.0,1.0,4500000.0,38.0,16.0,9.0,13.01,5.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,2.0,55.869142,37.669441
1954,274.0,1.0,4500000.0,32.6,18.8,6.7,14.16,15.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,55.870587,37.715606
1955,275.0,1.0,4530288.0,41.7,17.3,13.6,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
1956,276.0,1.0,4550000.0,33.0,17.0,7.0,13.38,17.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,55.874981,37.647657
1957,277.0,1.0,4600000.0,33.0,18.8,6.6,13.77,10.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.87188,37.69401
1958,278.0,1.0,4600000.0,31.0,18.0,,5.62,9.0,1.0,1.0,0.0,1.0,3.0,46.0,1.0,2.0,55.804072,37.590693
1959,279.0,1.0,4616096.0,32.7,,,10.53,14.0,1.0,0.0,0.0,1.0,14.0,18.0,1.0,2.0,55.850472,37.623784
1960,280.0,3.0,19435860.0,92.7,49.0,10.0,5.11,10.0,1.0,1.0,0.0,1.0,4.0,6.0,0.0,2.0,55.800438,37.636706
1961,281.0,1.0,8963500.0,45.5,,,6.51,10.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0,2.0,55.811765,37.648183
1962,282.0,3.0,27000000.0,100.0,70.0,12.0,9.12,15.0,0.0,1.0,0.0,0.0,25.0,38.0,0.0,2.0,55.83429,37.659515
1963,283.0,1.0,3127280.0,24.8,17.4,,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
1964,284.0,1.0,3224000.0,24.8,11.4,6.0,13.85,8.0,1.0,1.0,0.0,1.0,17.0,20.0,0.0,2.0,55.879824,37.596489
1965,285.0,1.0,3450000.0,31.0,23.5,7.1,19.29,10.0,0.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,55.925023,37.548865
1966,286.0,1.0,3550000.0,23.0,14.6,4.0,15.02,14.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,55.878511,37.717726
1967,287.0,1.0,3600000.0,28.7,18.0,,14.87,20.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,2.0,55.888952,37.639779
1968,288.0,1.0,3950000.0,33.0,27.0,,14.87,24.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,55.888952,37.639779
1969,289.0,1.0,4061875.0,33.5,13.9,9.9,13.86,8.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,2.0,55.879981,37.597562
1970,290.0,1.0,4200000.0,40.1,17.0,12.5,18.76,,,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.9203,37.550217
1971,291.0,1.0,4331000.0,35.5,14.0,10.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,17.0,1.0,2.0,55.880065,37.597261
1972,292.0,1.0,4350000.0,35.2,19.5,7.5,14.51,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,55.873753,37.716576
1973,293.0,1.0,4400000.0,33.0,19.0,6.0,14.16,20.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,55.870587,37.715606
1974,294.0,1.0,4400000.0,32.0,17.0,9.0,10.53,9.0,0.0,1.0,0.0,1.0,11.0,18.0,1.0,2.0,55.850472,37.623784
1975,295.0,1.0,4400000.0,23.3,15.5,3.4,15.16,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,55.879763,37.718588
1976,296.0,1.0,4414000.0,28.5,15.0,,5.62,5.0,1.0,1.0,0.0,1.0,7.0,46.0,1.0,2.0,55.804072,37.590693
1977,297.0,1.0,4443376.0,40.9,16.5,13.6,13.86,8.0,1.0,1.0,0.0,1.0,13.0,20.0,1.0,2.0,55.879981,37.597562
1978,298.0,1.0,4446000.0,39.7,15.5,12.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
1979,299.0,1.0,4475000.0,32.6,18.9,5.9,15.18,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,55.885999,37.690444
1980,300.0,1.0,4500000.0,30.1,18.4,5.8,9.37,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,55.83525,37.667393
1981,301.0,1.0,4500000.0,38.0,16.0,9.0,13.01,5.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,2.0,55.869142,37.669441
1982,302.0,1.0,4500000.0,32.6,18.8,6.7,14.16,15.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,55.870587,37.715606
1983,303.0,1.0,4530288.0,41.7,17.3,13.6,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
1984,304.0,1.0,4550000.0,33.0,17.0,7.0,13.38,17.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,55.874981,37.647657
1985,305.0,1.0,4600000.0,33.0,18.8,6.6,13.77,10.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.87188,37.69401
1986,306.0,1.0,4600000.0,31.0,18.0,,5.62,9.0,1.0,1.0,0.0,1.0,3.0,46.0,1.0,2.0,55.804072,37.590693
1987,307.0,1.0,4616096.0,32.7,,,10.53,14.0,1.0,0.0,0.0,1.0,14.0,18.0,1.0,2.0,55.850472,37.623784
1988,308.0,2.0,9269000.0,59.8,27.8,18.4,14.91,7.0,1.0,1.0,0.0,1.0,4.0,15.0,1.0,2.0,55.889114,37.591081
1989,309.0,2.0,9500000.0,54.0,33.0,8.5,15.98,9.0,1.0,0.0,0.0,1.0,9.0,16.0,0.0,2.0,55.897746,37.577507
1990,310.0,1.0,5640000.0,35.8,16.0,8.0,5.62,11.0,1.0,1.0,0.0,1.0,5.0,46.0,1.0,2.0,55.804066,37.590659
1991,311.0,1.0,3127280.0,24.8,17.4,,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
1992,312.0,1.0,3224000.0,24.8,11.4,6.0,13.85,8.0,1.0,1.0,0.0,1.0,17.0,20.0,0.0,2.0,55.879824,37.596489
1993,313.0,1.0,3450000.0,31.0,23.5,7.1,19.29,10.0,0.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,55.925023,37.548865
1994,314.0,1.0,3550000.0,23.0,14.6,4.0,15.02,14.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,55.878511,37.717726
1995,315.0,1.0,3600000.0,28.7,18.0,,14.87,20.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,2.0,55.888952,37.639779
1996,316.0,1.0,3950000.0,33.0,27.0,,14.87,24.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,55.888952,37.639779
1997,317.0,1.0,4061875.0,33.5,13.9,9.9,13.86,8.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,2.0,55.879981,37.597562
1998,318.0,1.0,4200000.0,40.1,17.0,12.5,18.76,,,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.9203,37.550217
1999,319.0,1.0,4331000.0,35.5,14.0,10.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,17.0,1.0,2.0,55.880065,37.597261
2000,320.0,1.0,4350000.0,35.2,19.5,7.5,14.51,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,55.873753,37.716576
2001,321.0,1.0,4400000.0,33.0,19.0,6.0,14.16,20.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,55.870587,37.715606
2002,322.0,1.0,4400000.0,32.0,17.0,9.0,10.53,9.0,0.0,1.0,0.0,1.0,11.0,18.0,1.0,2.0,55.850472,37.623784
2003,323.0,1.0,4400000.0,23.3,15.5,3.4,15.16,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,55.879763,37.718588
2004,324.0,1.0,4414000.0,28.5,15.0,,5.62,5.0,1.0,1.0,0.0,1.0,7.0,46.0,1.0,2.0,55.804072,37.590693
2005,325.0,1.0,4443376.0,40.9,16.5,13.6,13.86,8.0,1.0,1.0,0.0,1.0,13.0,20.0,1.0,2.0,55.879981,37.597562
2006,326.0,1.0,4446000.0,39.7,15.5,12.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
2007,327.0,1.0,4475000.0,32.6,18.9,5.9,15.18,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,55.885999,37.690444
2008,328.0,1.0,4500000.0,30.1,18.4,5.8,9.37,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,55.83525,37.667393
2009,329.0,1.0,4500000.0,38.0,16.0,9.0,13.01,5.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,2.0,55.869142,37.669441
2010,330.0,1.0,4500000.0,32.6,18.8,6.7,14.16,15.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,55.870587,37.715606
2011,331.0,1.0,4530288.0,41.7,17.3,13.6,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
2012,332.0,1.0,4550000.0,33.0,17.0,7.0,13.38,17.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,55.874981,37.647657
2013,333.0,1.0,4600000.0,33.0,18.8,6.6,13.77,10.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.87188,37.69401
2014,334.0,1.0,4600000.0,31.0,18.0,,5.62,9.0,1.0,1.0,0.0,1.0,3.0,46.0,1.0,2.0,55.804072,37.590693
2015,335.0,1.0,4616096.0,32.7,,,10.53,14.0,1.0,0.0,0.0,1.0,14.0,18.0,1.0,2.0,55.850472,37.623784
2016,336.0,5.0,39900000.0,151.0,100.0,15.0,12.34,10.0,0.0,1.0,0.0,1.0,5.0,15.0,0.0,2.0,55.857599,37.696067
2017,337.0,2.0,6716710.0,46.4,,,10.64,,,0.0,0.0,1.0,4.0,20.0,1.0,2.0,55.848943,37.578073
2018,338.0,2.0,6400000.0,40.1,24.3,6.0,15.61,7.0,1.0,0.0,0.0,1.0,12.0,14.0,0.0,2.0,55.893384,37.667312
2019,339.0,1.0,3127280.0,24.8,17.4,,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
2020,340.0,1.0,3224000.0,24.8,11.4,6.0,13.85,8.0,1.0,1.0,0.0,1.0,17.0,20.0,0.0,2.0,55.879824,37.596489
2021,341.0,1.0,3450000.0,31.0,23.5,7.1,19.29,10.0,0.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,55.925023,37.548865
2022,342.0,1.0,3550000.0,23.0,14.6,4.0,15.02,14.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,55.878511,37.717726
2023,343.0,1.0,3600000.0,28.7,18.0,,14.87,20.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,2.0,55.888952,37.639779
2024,344.0,1.0,3950000.0,33.0,27.0,,14.87,24.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,55.888952,37.639779
2025,345.0,1.0,4061875.0,33.5,13.9,9.9,13.86,8.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,2.0,55.879981,37.597562
2026,346.0,1.0,4200000.0,40.1,17.0,12.5,18.76,,,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.9203,37.550217
2027,347.0,1.0,4331000.0,35.5,14.0,10.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,17.0,1.0,2.0,55.880065,37.597261
2028,348.0,1.0,4350000.0,35.2,19.5,7.5,14.51,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,55.873753,37.716576
2029,349.0,1.0,4400000.0,33.0,19.0,6.0,14.16,20.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,55.870587,37.715606
2030,350.0,1.0,4400000.0,32.0,17.0,9.0,10.53,9.0,0.0,1.0,0.0,1.0,11.0,18.0,1.0,2.0,55.850472,37.623784
2031,351.0,1.0,4400000.0,23.3,15.5,3.4,15.16,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,55.879763,37.718588
2032,352.0,1.0,4414000.0,28.5,15.0,,5.62,5.0,1.0,1.0,0.0,1.0,7.0,46.0,1.0,2.0,55.804072,37.590693
2033,353.0,1.0,4443376.0,40.9,16.5,13.6,13.86,8.0,1.0,1.0,0.0,1.0,13.0,20.0,1.0,2.0,55.879981,37.597562
2034,354.0,1.0,4446000.0,39.7,15.5,12.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
2035,355.0,1.0,4475000.0,32.6,18.9,5.9,15.18,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,55.885999,37.690444
2036,356.0,1.0,4500000.0,30.1,18.4,5.8,9.37,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,55.83525,37.667393
2037,357.0,1.0,4500000.0,38.0,16.0,9.0,13.01,5.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,2.0,55.869142,37.669441
2038,358.0,1.0,4500000.0,32.6,18.8,6.7,14.16,15.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,55.870587,37.715606
2039,359.0,1.0,4530288.0,41.7,17.3,13.6,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
2040,360.0,1.0,4550000.0,33.0,17.0,7.0,13.38,17.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,55.874981,37.647657
2041,361.0,1.0,4600000.0,33.0,18.8,6.6,13.77,10.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.87188,37.69401
2042,362.0,1.0,4600000.0,31.0,18.0,,5.62,9.0,1.0,1.0,0.0,1.0,3.0,46.0,1.0,2.0,55.804072,37.590693
2043,363.0,1.0,4616096.0,32.7,,,10.53,14.0,1.0,0.0,0.0,1.0,14.0,18.0,1.0,2.0,55.850472,37.623784
2044,364.0,2.0,6451855.0,50.4,,,10.53,14.0,1.0,0.0,0.0,1.0,3.0,18.0,1.0,2.0,55.850472,37.623784
2045,365.0,3.0,14800000.0,92.0,47.0,12.0,11.39,11.0,1.0,0.0,0.0,1.0,4.0,17.0,0.0,2.0,55.857846,37.601241
2046,366.0,3.0,17517000.0,108.0,82.6,15.0,9.1,7.0,1.0,1.0,0.0,1.0,9.0,38.0,1.0,2.0,55.834376,37.657889
2047,367.0,1.0,3127280.0,24.8,17.4,,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
2048,368.0,1.0,3224000.0,24.8,11.4,6.0,13.85,8.0,1.0,1.0,0.0,1.0,17.0,20.0,0.0,2.0,55.879824,37.596489
2049,369.0,1.0,3450000.0,31.0,23.5,7.1,19.29,10.0,0.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,55.925023,37.548865
2050,370.0,1.0,3550000.0,23.0,14.6,4.0,15.02,14.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,55.878511,37.717726
2051,371.0,1.0,3600000.0,28.7,18.0,,14.87,20.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,2.0,55.888952,37.639779
2052,372.0,1.0,3950000.0,33.0,27.0,,14.87,24.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,55.888952,37.639779
2053,373.0,1.0,4061875.0,33.5,13.9,9.9,13.86,8.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,2.0,55.879981,37.597562
2054,374.0,1.0,4200000.0,40.1,17.0,12.5,18.76,,,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.9203,37.550217
2055,375.0,1.0,4331000.0,35.5,14.0,10.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,17.0,1.0,2.0,55.880065,37.597261
2056,376.0,1.0,4350000.0,35.2,19.5,7.5,14.51,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,55.873753,37.716576
2057,377.0,1.0,4400000.0,33.0,19.0,6.0,14.16,20.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,55.870587,37.715606
2058,378.0,1.0,4400000.0,32.0,17.0,9.0,10.53,9.0,0.0,1.0,0.0,1.0,11.0,18.0,1.0,2.0,55.850472,37.623784
2059,379.0,1.0,4400000.0,23.3,15.5,3.4,15.16,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,55.879763,37.718588
2060,380.0,1.0,4414000.0,28.5,15.0,,5.62,5.0,1.0,1.0,0.0,1.0,7.0,46.0,1.0,2.0,55.804072,37.590693
2061,381.0,1.0,4443376.0,40.9,16.5,13.6,13.86,8.0,1.0,1.0,0.0,1.0,13.0,20.0,1.0,2.0,55.879981,37.597562
2062,382.0,1.0,4446000.0,39.7,15.5,12.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
2063,383.0,1.0,4475000.0,32.6,18.9,5.9,15.18,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,55.885999,37.690444
2064,384.0,1.0,4500000.0,30.1,18.4,5.8,9.37,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,55.83525,37.667393
2065,385.0,1.0,4500000.0,38.0,16.0,9.0,13.01,5.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,2.0,55.869142,37.669441
2066,386.0,1.0,4500000.0,32.6,18.8,6.7,14.16,15.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,55.870587,37.715606
2067,387.0,1.0,4530288.0,41.7,17.3,13.6,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
2068,388.0,1.0,4550000.0,33.0,17.0,7.0,13.38,17.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,55.874981,37.647657
2069,389.0,1.0,4600000.0,33.0,18.8,6.6,13.77,10.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.87188,37.69401
2070,390.0,1.0,4600000.0,31.0,18.0,,5.62,9.0,1.0,1.0,0.0,1.0,3.0,46.0,1.0,2.0,55.804072,37.590693
2071,391.0,1.0,4616096.0,32.7,,,10.53,14.0,1.0,0.0,0.0,1.0,14.0,18.0,1.0,2.0,55.850472,37.623784
2072,392.0,3.0,8300000.0,63.8,38.6,8.2,11.24,13.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.856892,37.617536
2073,393.0,1.0,4331000.0,35.5,13.5,8.7,13.86,8.0,1.0,1.0,0.0,1.0,13.0,20.0,1.0,2.0,55.879981,37.597562
2074,394.0,1.0,5300000.0,34.0,21.0,6.0,13.09,19.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,2.0,55.873461,37.62607
2075,395.0,1.0,3127280.0,24.8,17.4,,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
2076,396.0,1.0,3224000.0,24.8,11.4,6.0,13.85,8.0,1.0,1.0,0.0,1.0,17.0,20.0,0.0,2.0,55.879824,37.596489
2077,397.0,1.0,3450000.0,31.0,23.5,7.1,19.29,10.0,0.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,55.925023,37.548865
2078,398.0,1.0,3550000.0,23.0,14.6,4.0,15.02,14.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,55.878511,37.717726
2079,399.0,1.0,3600000.0,28.7,18.0,,14.87,20.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,2.0,55.888952,37.639779
2080,400.0,1.0,3950000.0,33.0,27.0,,14.87,24.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,55.888952,37.639779
2081,401.0,1.0,4061875.0,33.5,13.9,9.9,13.86,8.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,2.0,55.879981,37.597562
2082,402.0,1.0,4200000.0,40.1,17.0,12.5,18.76,,,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.9203,37.550217
2083,403.0,1.0,4331000.0,35.5,14.0,10.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,17.0,1.0,2.0,55.880065,37.597261
2084,404.0,1.0,4350000.0,35.2,19.5,7.5,14.51,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,55.873753,37.716576
2085,405.0,1.0,4400000.0,33.0,19.0,6.0,14.16,20.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,55.870587,37.715606
2086,406.0,1.0,4400000.0,32.0,17.0,9.0,10.53,9.0,0.0,1.0,0.0,1.0,11.0,18.0,1.0,2.0,55.850472,37.623784
2087,407.0,1.0,4400000.0,23.3,15.5,3.4,15.16,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,55.879763,37.718588
2088,408.0,1.0,4414000.0,28.5,15.0,,5.62,5.0,1.0,1.0,0.0,1.0,7.0,46.0,1.0,2.0,55.804072,37.590693
2089,409.0,1.0,4443376.0,40.9,16.5,13.6,13.86,8.0,1.0,1.0,0.0,1.0,13.0,20.0,1.0,2.0,55.879981,37.597562
2090,410.0,1.0,4446000.0,39.7,15.5,12.0,13.87,8.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,2.0,55.880065,37.597261
2091,411.0,1.0,4475000.0,32.6,18.9,5.9,15.18,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,55.885999,37.690444
2092,412.0,1.0,4500000.0,30.1,18.4,5.8,9.37,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,55.83525,37.667393
2093,413.0,1.0,4500000.0,38.0,16.0,9.0,13.01,5.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,2.0,55.869142,37.669441
2094,414.0,1.0,4500000.0,32.6,18.8,6.7,14.16,15.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,55.870587,37.715606
2095,415.0,1.0,4530288.0,41.7,17.3,13.6,13.86,8.0,1.0,1.0,0.0,1.0,18.0,20.0,1.0,2.0,55.879981,37.597562
2096,416.0,1.0,4550000.0,33.0,17.0,7.0,13.38,17.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,55.874981,37.647657
2097,417.0,1.0,4600000.0,33.0,18.8,6.6,13.77,10.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,55.87188,37.69401
2098,418.0,1.0,4600000.0,31.0,18.0,,5.62,9.0,1.0,1.0,0.0,1.0,3.0,46.0,1.0,2.0,55.804072,37.590693
2099,419.0,1.0,4616096.0,32.7,,,10.53,14.0,1.0,0.0,0.0,1.0,14.0,18.0,1.0,2.0,55.850472,37.623784
2100,420.0,1.0,6900000.0,37.6,19.0,8.5,11.99,12.0,1.0,0.0,0.0,1.0,9.0,17.0,0.0,2.0,55.863626,37.620384
